Component Report,,,,,,,,
Total Components:  1166,,,,,,,,
REFDES,COMP_DEVICE_TYPE,COMP_VALUE,COMP_TOL,COMP_PACKAGE,SYM_X,SYM_Y,SYM_ROTATE,SYM_MIRROR
J12,MICROSD CARD_10+4P_MICRO_SD_15X,YL004-030-001,,MICRO_SD_15X14_3X1_8MM,-1277.49,2286.76,90,NO
J13,FPC 22+2P_FPC22_0D5_15_4X5_25X2,FPC 22P 0.5mm,,FPC22_0D5_15_4X5_25X2MM_0D5_DX_NPWB,-818.43,3058,180,NO
J15,FPC 22+2P_FPC22_0D5_15_4X5_25X2,FPC 22P 0.5mm,,FPC22_0D5_15_4X5_25X2MM_0D5_DX_NPWB,154.7,3058,180,NO
J16,FPC 22+2P_FPC22_0D5_15_4X5_25X2,FPC 22P 0.5mm,,FPC22_0D5_15_4X5_25X2MM_0D5_DX_NPWB,1432.7,3058,180,NO
L1,CL_L2012_90R,90R,,L2012,1427.51,643.22,90,YES
L2,L_L7572_XAL7070_1.8UH,1.8uH,,L7572_XAL7070,1026.51,853.68,90,YES
L3,CL_L2012_90R,90R,,L2012,517,776.79,90,YES
L4,CL_L2012_90R,90R,,L2012,405.87,776.79,90,YES
L5,CL_L2012_90R,90R,,L2012,300.22,776.79,90,YES
L6,CL_L2012_90R,90R,,L2012,-238.86,868.44,90,YES
L7,CL_L2012_90R,90R,,L2012,-316.48,868.44,90,YES
L8,CL_L2012_90R,90R,,L2012,-398.84,868.44,90,YES
L9,CL_L2012_90R,90R,,L2012,-478.74,868.44,90,YES
L10,CL_L2012_90R,90R,,L2012,-558.21,868.44,90,YES
L11,CL_L2012_90R,90R,,L2012,-637.91,868.44,90,YES
L12,CL_L2012_90R,90R,,L2012,317,680,270,NO
L13,CL_L2012_90R,90R,,L2012,432.47,730.24,270,NO
L14,CL_L2012_90R,90R,,L2012,610.5,1085.73,0,NO
L15,L_L4242_0.47UH,0.47uH,,L4242,1264,1859,90,NO
L16,L_L1008_0.47UH,0.47uH,,L1008,1324.73,1582.86,90,NO
L17,L_L1008_0.47UH,0.47uH,,L1008,1326.91,996.65,270,NO
L18,L_L1008_0.47UH,0.47uH,,L1008,1396.01,2684.93,90,NO
L19,L_L1008_0.47UH,0.47uH,,L1008,1397.27,2099.19,270,NO
L20,L_L1008_0.47UH,0.47uH,,L1008,1874.99,999.29,270,NO
L21,L_L1008_0.47UH,0.47uH,,L1008,1875.41,1582.86,90,NO
L22,L_L1008_0.47UH,0.47uH,,L1008,1884.85,1192.22,0,NO
L23,L_L1008_0.47UH,0.47uH,,L1008,1909.54,2686.97,90,NO
L24,L_L1008_0.47UH,0.47uH,,L1008,1916.08,2100.39,270,NO
L25,L_L1008_0.47UH,0.47uH,,L1008,1974.8,2304.52,0,NO
L26,CL_L2012_90R,90R,,L2012,2007.39,3051.44,90,NO
L27,CL_L2012_90R,90R,,L2012,1628.69,573.77,180,NO
L28,CL_L2012_90R,90R,,L2012,1633,572,0,YES
L29,CL_L2012_90R,90R,,L2012,1448.83,573.77,180,NO
L30,CL_L2012_90R,90R,,L2012,1343,642,90,YES
LED1,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1622.26,0,YES
LED2,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1557.14,0,YES
LED3,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1494.14,0,YES
LED4,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1431.14,0,YES
LED5,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1368.14,0,YES
LED6,SINGLE LED_LED0603_GREEN,Green,,LED0603,2048.95,1306.61,0,YES
MH1,MHOLE_MTGH200C125D_PL_HOLE 3.17,Hole 3.175MM,,MTGH200C125D_PL,-1791.15,3173.73,0,YES
MH2,MHOLE_MTGH200C125D_PL_HOLE 3.17,Hole 3.175MM,,MTGH200C125D_PL,-1785.15,1546.73,0,YES
MH3,MHOLE_MTGH200C125D_PL_HOLE 3.17,Hole 3.175MM,,MTGH200C125D_PL,-1747.1,274.58,0,YES
MH4,MHOLE_PTH_4_45MM_6D5_SMSR3066MT,SMSR3066MTJ,,PTH_4_45MM_6D5,-1657.15,2973.73,0,YES
MH5,MHOLE_PTH_4_45MM_6D5_SMSR3066MT,SMSR3066MTJ,,PTH_4_45MM_6D5,-1657.15,1323.73,0,YES
MH6,MHOLE_PTH_4_45MM_6D5_SMSR3066MT,SMSR3066MTJ,,PTH_4_45MM_6D5,942.85,3098.73,0,YES
MH7,MHOLE_PTH_4_45MM_6D5_SMSR3066MT,SMSR3066MTJ,,PTH_4_45MM_6D5,1142.85,1198.73,0,YES
MH8,MHOLE_PTH_4_2MM_5D8_2E0BC21-A40,2E0BC21-A40TP-7H,,PTH_4_2MM_5D8,1672.36,1860.33,0,YES
MH9,MHOLE_MTGH200C125D_PL_HOLE 3.17,Hole 3.175MM,,MTGH200C125D_PL,1982.26,274.58,0,YES
P8,HEADER 2X23_HEADER2X23P_2D54_SM,Header 2x23 2.54mm,,HEADER2X23P_2D54_SMD_PTH,-357.15,3098.73,0,YES
P9,HEADER 2X25_SPE_HEADER2X25P_2D5,Header 2x25 2.54mm,,HEADER2X25P_2D54_SMD_PTH,-257.15,1198.73,0,YES
Q1,PMOS_123_SOT23_IRLML6402TRPBF,IRLML6402TRPBF,,SOT23,-1466.64,2518.03,180,YES
Q2,NMOS_5P_1S2S3S4G5D_VSON8_0D65_3,CSD17575Q3,,VSON8_0D65_3_3X3_3X1MM,899.98,969.85,90,NO
Q3,NMOS_5P_1S2S3S4G5D_VSON8_0D65_1,CSD17308Q3,,VSON8_0D65_3_3X3_3X1MM,1050.5,968.51,270,NO
Q4,NMOS_123_SOT-323-3_BSS138W,BSS138W,,SOT-323-3,1932.57,3015.47,0,NO
Q5,NMOS_123_SOT-323-3_BSS138W,BSS138W,,SOT-323-3,-1719,506,0,NO
Q6,NMOS_123_SOT-323-3_BSS138W,BSS138W,,SOT-323-3,-1808,506,0,NO
R1,R_R0201_0R,0R,,R0201,1856,1971.5,180,NO
R2,R_R0201_26.1K,26.1K,,R0201,1929,2532,90,YES
R3,R_R0201_21K,21K,,R0201,1901,2532,90,YES
R4,R_R0201_0R,0R,,R0201,1873,2532,90,YES
R5,R_R0201_10K,10K,,R0201,1839,2805.94,270,YES
R6,R_R0402_4.7K,4.7K,,R0402,1797,2522,180,YES
R7,R_R0201_0R,0R,,R0201,1755.81,2555.68,0,YES
R8,R_R0402_1K,1K,,R0402,1750.05,1452.68,0,YES
R9,R_R1206_0R,0R,,R1206,1734.5,274.23,270,YES
R10,R_R0201_10K,10K,,R0201,1727.54,1261.03,90,YES
R11,R_R0201_10K,10K,,R0201,1726.4,1401.68,90,YES
R12,R_R0201_0R,0R,,R0201,1891,638,180,YES
R13,R_R0201_10K,10K,,R0201,1655.31,2546.67,90,YES
R14,R_R0402_4.7K,4.7K,,R0402,1903,602,180,YES
R15,R_R0201_0R,0R,,R0201,1625.18,2547.18,90,YES
R16,R_R0402_20K,20K,,R0402,1593,844,270,YES
R17,R_R0402_4.7K,4.7K,,R0402,1903,552,180,YES
R18,R_R0201_10K,10K,,R0201,1574.19,1443.32,90,YES
R19,R_R0201_10K,10K,,R0201,1569.02,2805.94,90,YES
R20,R_R0201_2.2K,2.2K,,R0201,1547.14,2569.67,180,YES
R21,R_R0201_10K,10K,,R0201,1556.26,857.62,90,YES
R22,R_R0402_4.7K,4.7K,,R0402,1903,512,180,YES
R23,R_R0201_0R,0R,,R0201,1543.81,1442.68,90,YES
R24,R_R0201_10K,10K,,R0201,1541.34,2805.94,90,YES
R25,R_R0402_5.1K,5.1K,,R0402,1785,583,180,NO
R26,R_R0201_0R,0R,,R0201,1529.87,857.62,270,YES
R27,R_R0201_10K,10K,,R0201,1513.4,2805.94,270,YES
R28,R_R0201_10K,10K,,R0201,1485.4,2805.94,270,YES
R29,R_R0406_0R,0R,,R0406,1457,2630,0,YES
R30,R_R0402_5.1K,5.1K,,R0402,1786.45,483.17,180,NO
R31,R_R0406_0R,0R,,R0406,1365,2240,0,YES
R32,R_R0406_0R,0R,,R0406,1346,1061,90,YES
R33,R_R0406_0R,0R,,R0406,1265,1398,270,YES
R34,R_R0406_0R,0R,,R0406,1264.34,2013.28,270,YES
R35,R_R1206_0.005R,0.005R,,R1206,1246,776,270,YES
R36,R_R0201_10K,10K,,R0201,1178.78,2456.5,0,YES
R37,R_R0201_100R,100R,,R0201,1160,3042,270,YES
R38,R_R0201_10K,10K,,R0201,1142.17,1832.25,270,YES
R39,R_R0201_10K,10K,,R0201,1047.17,2184.25,90,YES
R40,R_R0201_10K,10K,,R0201,910.39,2805,270,YES
R41,R_R0201_33R,33R,,R0201,910.39,2742.15,270,YES
R42,R_R0201_240R,240R,,R0201,903.17,1709.25,270,YES
R43,R_R0201_240R,240R,,R0201,858.17,1709.25,270,YES
R44,R_R0201_10K,10K,,R0201,836.17,2384.25,0,YES
R45,R_R0201_2.05K,2.05K,,R0201,800.28,670.24,90,YES
R46,R_R0201_0R,0R,,R0201,725,2415,180,YES
R47,R_R0201_10K,10K,,R0201,704.72,584.76,180,YES
R48,R_R0201_0R,0R,,R0201,663,2471,180,YES
R49,R_R0201_0R,0R,,R0201,663,2414,180,YES
R50,R_R0201_2.2K,2.2K,,R0201,662.17,2596.25,0,YES
R51,R_R0201_2.2K,2.2K,,R0201,662.17,2566.25,0,YES
R52,R_R0201_2.2K,2.2K,,R0201,662.17,2524.25,0,YES
R53,R_R0201_0R,0R,,R0201,662,2498,180,YES
R54,R_R0201_2.2K,2.2K,,R0201,662,2444,0,YES
R55,R_R0201_0R,0R,,R0201,650,2755,270,YES
R56,R_R0201_10K,10K,,R0201,649.07,627.77,270,YES
R57,R_R0201_0R,0R,,R0201,609,1556,90,YES
R58,R_R0201_3.4K,3.4K,,R0201,604.12,2757.13,270,YES
R59,R_R0402_44.2K,44.2K,,R0402,582.37,837.93,90,YES
R60,R_R0201_0R,0R,,R0201,581.89,922.24,0,YES
R61,R_R0201_0R,0R,,R0201,581.89,892.59,0,YES
R62,R_R0201_0R,0R,,R0201,573,1556,90,YES
R63,R_R0201_2.2K,2.2K,,R0201,572.17,2574.25,0,YES
R64,R_R0201_2.2K,2.2K,,R0201,572.17,2542.25,0,YES
R65,R_R0201_10K,10K,,R0201,572.13,2603.31,0,YES
R66,R_R0201_10K,10K,,R0201,540.17,2141.25,270,YES
R67,R_R0201_0R,0R,,R0201,530.69,2591.29,270,YES
R68,R_R0201_10K,10K,,R0201,519,1556,90,YES
R69,R_R0201_0R,0R,,R0201,489,1556,90,YES
R70,R_R0201_10K,10K,,R0201,457,2570,270,YES
R71,R_R0402_9.09K,9.09K,,R0402,457,2499,90,YES
R72,R_R0201_0R,0R,,R0201,455,1556,90,YES
R73,R_R0201_0R,0R,,R0201,427,1556,90,YES
R74,R_R0201_16.5K,16.5K,,R0201,403.34,2749.13,270,YES
R75,R_R0201_2.2K,2.2K,,R0201,387.42,2682.54,0,YES
R76,R_R0201_2.2K,2.2K,,R0201,387.42,2656.54,0,YES
R77,R_R0201_0R,0R,,R0201,375,2510,180,YES
R78,R_R0201_0R,0R,,R0201,375,2465,180,YES
R79,R_R0201_10K,10K,,R0201,374.45,2749.13,270,YES
R80,R_R0402_10R,10R,,R0402,261.83,2583.75,270,YES
R81,R_R0402_499R,499R,,R0402,261.37,2498.25,270,YES
R82,R_R0402_200K,200K,,R0402,2014,467,180,NO
R83,R_R0201_240R,240R,,R0201,193.17,1962.25,135,YES
R84,R_R0201_10K,10K,,R0201,189.4,613.07,0,YES
R85,R_R0402_100K,100K,,R0402,129.78,828.19,0,YES
R86,R_R0402_20K,20K,,R0402,121.9,611.81,180,YES
R87,R_R0201_10K,10K,,R0201,52.17,2241.25,270,YES
R88,R_R0402_3.01K,3.01K,,R0402,3.17,2544.25,180,YES
R89,R_R0402_3.01K,3.01K,,R0402,-26.83,1914.25,180,YES
R90,R_R0402_499R,499R,,R0402,-58.83,2529.25,315,YES
R91,R_R0201_49.9R,49.9R,,R0201,-136.39,2820.25,270,YES
R92,R_R0402_499R,499R,,R0402,-136.83,1899.25,90,YES
R93,R_R0201_0R,0R,,R0201,-143.89,2771.58,270,YES
R94,R_R0402_3.01K,3.01K,,R0402,-151.83,2544.25,180,YES
R95,R_R0201_0R,0R,,R0201,-173.89,2771.58,270,YES
R96,R_R0201_49.9R,49.9R,,R0201,-183.39,2820.25,270,YES
R97,R_R0402_3.01K,3.01K,,R0402,-192.83,2497.25,90,YES
R98,R_R0402_499R,499R,,R0402,-235.83,1931.25,270,YES
R99,R_R0402_499R,499R,,R0402,-279.95,1899.66,135,YES
R100,R_R0402_3.01K,3.01K,,R0402,-373.83,2544.25,0,YES
R101,R_R0201_0R,0R,,R0201,-600.31,2803.29,270,YES
R102,R_R0201_2.2K,2.2K,,R0201,-660,1634.25,90,YES
R103,R_R0201_0R,0R,,R0201,-669,2803,270,YES
R104,R_R0201_0R,0R,,R0201,-686.83,1634.25,90,YES
R105,R_R0201_0R,0R,,R0201,-700,2750,270,YES
R106,R_R0201_10K,10K,,R0201,-715.83,1634.25,270,YES
R107,R_R0201_10K,10K,,R0201,-742.36,1634.25,270,YES
R108,R_R0201_0R,0R,,R0201,-757,2747,0,YES
R109,R_R0201_0R,0R,,R0201,-758,2781,0,YES
R110,R_R0201_10K,10K,,R0201,-758.83,1787.25,0,YES
R111,R_R0201_2.2K,2.2K,,R0201,-759.68,1926.21,180,YES
R112,R_R0201_10K,10K,,R0201,-759.68,1900.31,180,YES
R113,R_R0201_10K,10K,,R0201,-759.68,1871.92,0,YES
R114,R_R0201_10K,10K,,R0201,-759.68,1845.24,0,YES
R115,R_R0201_10K,10K,,R0201,-759.68,1818.65,180,YES
R116,R_R0201_10K,10K,,R0201,-760.58,2035.73,0,YES
R117,R_R0201_10K,10K,,R0201,-760.81,2062.25,0,YES
R118,R_R0201_10K,10K,,R0201,-767.83,2396.36,180,YES
R119,R_R0201_10K,10K,,R0201,-767.83,2369.03,0,YES
R120,R_R0201_10K,10K,,R0201,-771.92,1634.25,90,YES
R121,R_R0201_10K,10K,,R0201,-801.97,1634.25,270,YES
R122,R_R0201_33R,33R,,R0201,-821.16,2137.41,0,YES
R123,R_R0201_10K,10K,,R0201,-821.45,2715.34,0,YES
R124,R_R0201_10K,10K,,R0201,-822.38,2036.08,180,YES
R125,R_R0201_10K,10K,,R0201,-822.87,2063.24,0,YES
R126,R_R0201_10K,10K,,R0201,-831.92,1634.25,90,YES
R127,R_R0201_0R,0R,,R0201,-857.83,1909.25,0,YES
R128,R_R0201_0R,0R,,R0201,-873,2568,0,YES
R129,R_R0201_0R,0R,,R0201,-873,2505,0,YES
R130,R_R0201_0R,0R,,R0201,-874,2609,0,YES
R131,R_R0201_0R,0R,,R0201,-875,2682,0,YES
R132,R_R0201_0R,0R,,R0201,-875,2645,0,YES
R133,R_R0201_10K,10K,,R0201,-875.55,2715.66,180,YES
R134,R_R0201_2.2K,2.2K,,R0201,-889.15,2094.67,180,YES
R135,R_R0201_10K,10K,,R0201,-900.49,2286.17,0,YES
R136,R_R0201_10K,10K,,R0201,-900.96,2314.68,180,YES
R137,R_R0201_10K,10K,,R0201,-930.33,1970.73,180,YES
R138,R_R0201_10K,10K,,R0201,-930.67,1998.27,0,YES
R139,R_R0201_10K,10K,,R0201,-1021.3,2022.34,180,YES
R140,R_R0201_10K,10K,,R0201,-1021.87,2048.24,0,YES
R141,R_R0402_3K,3K,,R0402,-1033.83,1969.25,0,YES
R142,R_R0402_11K,11K,,R0402,-1033.83,1917.25,180,YES
R143,R_R0201_10K,10K,,R0201,-1047.13,1855.76,180,YES
R144,R_R0201_10K,10K,,R0201,-1047.67,1882.27,0,YES
R145,R_R0201_10K,10K,,R0201,-1120.11,2093.5,0,YES
R146,R_R0201_10K,10K,,R0201,-1120.11,2065.5,0,YES
R147,R_R0201_2.2K,2.2K,,R0201,-1168.76,2148.49,0,YES
R148,R_R0201_10K,10K,,R0201,-1168.89,2093.5,180,YES
R149,R_R0201_10K,10K,,R0201,-1168.89,2066.5,180,YES
R150,R_R0201_0R,0R,,R0201,-1194,2335,0,YES
R151,R_R0201_0R,0R,,R0201,-1194,2283,0,YES
R152,R_R0201_10K,10K,,R0201,-1273.41,2663.28,90,YES
R153,R_R0201_10K,10K,,R0201,-1299.77,2663.28,90,YES
R154,R_R0402_11K,11K,,R0402,-1335,1415,180,YES
R155,R_R0201_10K,10K,,R0201,-1429.28,2102.07,0,YES
R156,R_R0201_10K,10K,,R0201,-1429.41,2137.27,0,YES
R157,R_R0402_1K,1K,,R0402,-1464.77,2618.31,180,YES
R158,R_R0201_0R,0R,,R0201,-1102,463,270,NO
R159,R_R0402_4.7K,4.7K,,R0402,-1530.75,2220.54,270,YES
R160,R_R0402_4.7K,4.7K,,R0402,-1570.5,2220.01,90,YES
R161,R_R0201_10K,10K,,R0201,-1578,2089,90,NO
R162,R_R0201_10K,10K,,R0201,-1576.47,1901.74,90,NO
R163,R_R0201_10K,10K,,R0201,-722.36,883.99,90,NO
R164,R_R0402_1.69K,1.69K,,R0402,-793.7,1155.06,90,NO
R165,R_R0402_4.7K,4.7K,,R0402,-1562,1806,180,NO
R166,R_R0402_3.57K,3.57K,,R0402,-831.9,1155.06,270,NO
R167,R_R0402_5.76K,5.76K,,R0402,-1377.8,1764.13,0,NO
R168,R_R0402_2.49K,2.49K,,R0402,-1377.8,1724,180,NO
R169,R_R0201_10K,10K,,R0201,-1372.3,2025.66,180,NO
R170,R_R0402_5.76K,5.76K,,R0402,-1362.31,1825.97,270,NO
R171,R_R0201_10K,10K,,R0201,-1356.83,1929.87,0,NO
R172,R_R0201_0R,0R,,R0201,-1355,1965,180,NO
R173,R_R0201_10K,10K,,R0201,-1323.81,2025.76,0,NO
R174,R_R0201_0R,0R,,R0201,-1321.56,1326.32,270,NO
R175,R_R0402_2.49K,2.49K,,R0402,-1321,1825.97,90,NO
R176,R_R0201_0R,0R,,R0201,-1320.86,2089.89,0,NO
R177,R_R0201_10K,10K,,R0201,-1262.11,2025.5,180,NO
R178,R_R0201_10K,10K,,R0201,-1262.11,1998.5,180,NO
R179,R_R0402_5.76K,5.76K,,R0402,-1259.02,1848.06,180,NO
R180,R_R0402_2.49K,2.49K,,R0402,-1259.02,1807.39,0,NO
R181,R_R0201_2.2K,2.2K,,R0201,-1254.55,1750.94,270,NO
R182,R_R0201_10K,10K,,R0201,-1225,1750.94,270,NO
R183,R_R0402_470R,470R,,R0402,-1218.91,465.73,90,NO
R184,R_R0402_5.76K,5.76K,,R0402,-1182.58,1848.06,0,NO
R185,R_R0402_2.49K,2.49K,,R0402,-1182.58,1807.39,180,NO
R186,R_R0402_470R,470R,,R0402,-1176.9,465.73,90,NO
R187,R_R0201_10K,10K,,R0201,-1169.5,2017.89,270,NO
R188,R_R0201_47K,47K,,R0201,-1148.03,2406.01,180,NO
R189,R_R0201_47K,47K,,R0201,-1148.03,2297.01,180,NO
R190,R_R0201_33R,33R,,R0201,-1148.03,2269.59,180,NO
R191,R_R0402_470R,470R,,R0402,-1135.24,465.73,90,NO
R192,R_R0402_1K,1K,,R0402,-1135,1935,90,NO
R193,R_R0201_10K,10K,,R0201,-1129.89,2029.5,0,NO
R194,R_R0201_0R,0R,,R0201,-1129.55,1998.5,180,NO
R195,R_R0402_2.49K,2.49K,,R0402,-1125.7,1750.94,90,NO
R196,R_R0402_5.76K,5.76K,,R0402,-1107.98,1848.06,180,NO
R197,R_R0402_2.49K,2.49K,,R0402,-1107.98,1807.39,0,NO
R198,R_R0201_33R,33R,,R0201,-1097.98,2405.59,180,NO
R199,R_R0201_2.2K,2.2K,,R0201,-1091.29,1909.31,180,NO
R200,R_R0201_0R,0R,,R0201,-1089.47,1963.31,180,NO
R201,R_R0201_47K,47K,,R0201,-1088,2629.57,180,NO
R202,R_R0201_47K,47K,,R0201,-1088,2591.57,180,NO
R203,R_R0201_47K,47K,,R0201,-1086.91,2550.01,180,NO
R204,R_R0402_5.76K,5.76K,,R0402,-1086.8,1750.94,270,NO
R205,R_R0201_33R,33R,,R0201,-1050.59,1750.94,270,NO
R206,R_R0201_0R,0R,,R0201,-1047,2405,180,NO
R207,R_R0201_33R,33R,,R0201,-1040.98,2629.74,180,NO
R208,R_R0201_33R,33R,,R0201,-1040.98,2591.62,180,NO
R209,R_R0201_2.2K,2.2K,,R0201,-1040,1851,0,NO
R210,R_R0201_2.2K,2.2K,,R0201,-1039.59,1821.5,180,NO
R211,R_R0201_0R,0R,,R0201,-1039.55,1795.5,180,NO
R212,R_R0201_33R,33R,,R0201,-1007.82,1675.86,180,NO
R213,R_R0201_33R,33R,,R0201,-1007.82,1645.86,180,NO
R214,R_R0201_33R,33R,,R0201,-1007.82,1615.47,180,NO
R215,R_R0201_33R,33R,,R0201,-1007.82,1588.68,180,NO
R216,R_R0201_33R,33R,,R0201,-1007.82,1560.86,180,NO
R217,R_R0201_0R,0R,,R0201,-982.83,2029.25,180,NO
R218,R_R0201_10K,10K,,R0201,-978.29,2534.68,180,NO
R219,R_R0201_0R,0R,,R0201,-978.25,2220.94,180,NO
R220,R_R0201_0R,0R,,R0201,-978,2506,180,NO
R221,R_R0201_0R,0R,,R0201,-978,2473,180,NO
R222,R_R0201_0R,0R,,R0201,-977.29,2630.5,180,NO
R223,R_R0201_0R,0R,,R0201,-977.29,2592.31,180,NO
R224,R_R0201_0R,0R,,R0201,-977.29,2563.5,180,NO
R225,R_R0201_33R,33R,,R0201,-947.17,1575.77,270,NO
R226,R_R0201_0R,0R,,R0201,-941.94,2085.25,90,NO
R227,R_R0201_0R,0R,,R0201,-940.25,2247.83,90,NO
R228,R_R0201_10K,10K,,R0201,-1516.01,1742.5,0,YES
R229,R_R0201_10K,10K,,R0201,-1428.01,1958,0,YES
R230,R_R0201_33R,33R,,R0201,-918.94,1575.77,270,NO
R231,R_R0201_10K,10K,,R0201,-906.29,2544.34,0,NO
R232,R_R0201_10K,10K,,R0201,-906.17,2472.97,180,NO
R233,R_R0201_10K,10K,,R0201,-906.17,2443.66,0,NO
R234,R_R0201_0R,0R,,R0201,-905.83,2502.31,180,NO
R235,R_R0201_2.2K,2.2K,,R0201,-905.83,2394.25,0,NO
R236,R_R0201_2.2K,2.2K,,R0201,-905.83,2366.25,0,NO
R237,R_R0201_33R,33R,,R0201,-891.64,1575.77,270,NO
R238,R_R0201_10K,10K,,R0201,-890.53,2132.5,180,NO
R239,R_R0201_0R,0R,,R0201,-890.53,2049.5,180,NO
R240,R_R0201_0R,0R,,R0201,-890.53,2019.5,180,NO
R241,R_R0201_10K,10K,,R0201,-890.47,2104.17,0,NO
R242,R_R0201_0R,0R,,R0201,-890,2077,180,NO
R243,R_R0201_10K,10K,,R0201,-757,884,90,NO
R244,R_R0201_10K,10K,,R0201,487,1309,180,NO
R245,R_R0201_0R,0R,,R0201,-873.55,1821.5,180,NO
R246,R_R0201_10K,10K,,R0201,-872.47,1850,0,NO
R247,R_R0201_10K,10K,,R0201,-871.47,1881,180,NO
R248,R_R0201_33R,33R,,R0201,-862.61,1575.77,270,NO
R249,R_R0201_33R,33R,,R0201,-834.32,1575.77,270,NO
R250,R_R0201_0R,0R,,R0201,-827.29,2325.31,180,NO
R251,R_R0201_0R,0R,,R0201,-827,2594,180,NO
R252,R_R0201_0R,0R,,R0201,-826.55,2545.5,180,NO
R253,R_R0201_0R,0R,,R0201,-826.55,2519,180,NO
R254,R_R0201_0R,0R,,R0201,-826.55,2439.5,180,NO
R255,R_R0201_0R,0R,,R0201,-826.55,2409.5,180,NO
R256,R_R0201_0R,0R,,R0201,-826.55,2379.5,180,NO
R257,R_R0201_0R,0R,,R0201,-826.45,2630.5,180,NO
R258,R_R0201_10K,10K,,R0201,-826.29,2492.32,0,NO
R259,R_R0201_10K,10K,,R0201,-826.29,2466.34,180,NO
R260,R_R0201_0R,0R,,R0201,-822.55,1850.5,180,NO
R261,R_R0201_10K,10K,,R0201,-822.25,1822.17,180,NO
R262,R_R0201_10K,10K,,R0201,-822.11,2171.5,180,NO
R263,R_R0201_10K,10K,,R0201,-822.11,2144.5,180,NO
R264,R_R0201_0R,0R,,R0201,-822.04,2093,180,NO
R265,R_R0201_10K,10K,,R0201,-822.04,2006.5,180,NO
R266,R_R0201_10K,10K,,R0201,-822,2119,180,NO
R267,R_R0201_10K,10K,,R0201,-822,1954,180,NO
R268,R_R0201_10K,10K,,R0201,-822,1928,180,NO
R269,R_R0201_10K,10K,,R0201,-821.96,2062.83,180,NO
R270,R_R0201_10K,10K,,R0201,-821.96,2034.32,0,NO
R271,R_R0201_10K,10K,,R0201,-821.96,1979.5,180,NO
R272,R_R0201_10K,10K,,R0201,-821.96,1880.75,0,NO
R273,R_R0201_10K,10K,,R0201,-821.89,2196.5,0,NO
R274,R_R0201_33R,33R,,R0201,-811.5,2232.75,90,NO
R275,R_R0201_33R,33R,,R0201,-807.06,1575.77,270,NO
R276,R_R0201_10K,10K,,R0201,489.01,1398.64,180,NO
R277,R_R0402_1.87K,1.87K,,R0402,241.29,1226.61,0,NO
R278,R_R0201_0R,0R,,R0201,-734,2750.55,90,NO
R279,R_R0201_0R,0R,,R0201,-703.58,2981.51,0,NO
R280,R_R0201_0R,0R,,R0201,-668.17,2803.55,90,NO
R281,R_R0201_0R,0R,,R0201,-668,2750.45,90,NO
R282,R_R0201_0R,0R,,R0201,-630.5,2803.55,90,NO
R283,R_R0201_0R,0R,,R0201,-630,2750,90,NO
R284,R_R0201_0R,0R,,R0201,-600.5,2803.55,90,NO
R285,R_R0402_4.7K,4.7K,,R0402,-588.5,1440.59,180,NO
R286,R_R0402_4.7K,4.7K,,R0402,-588.5,1403.03,0,NO
R287,R_R0402_4.7K,4.7K,,R0402,-588.5,1304.51,0,NO
R288,R_R0201_0R,0R,,R0201,-658.5,1245.75,90,NO
R289,R_R0201_0R,0R,,R0201,-631.5,1245.75,90,NO
R290,R_R0402_9.53K,9.53K,,R0402,-519.88,936.51,0,NO
R291,R_R0402_4.7K,4.7K,,R0402,-515.33,1440.59,180,NO
R292,R_R0402_4.7K,4.7K,,R0402,-515.33,1402.07,180,NO
R293,R_R0402_4.7K,4.7K,,R0402,-515.33,1352.51,180,NO
R294,R_R0402_4.7K,4.7K,,R0402,-515.33,1304.07,180,NO
R295,R_R0402_1M,1M,,R0402,-496.03,1050.41,90,NO
R296,R_R0402_20K,20K,,R0402,-397.83,1456.03,0,NO
R297,R_R0201_10K,10K,,R0201,-343.49,1456.98,270,NO
R298,R_R0402_100K,100K,,R0402,247,589,90,NO
R299,R_R0402_4.99K,4.99K,,R0402,241.29,1265.67,180,NO
R300,R_R0201_0R,0R,,R0201,267.26,2986.5,0,NO
R301,R_R0201_10K,10K,,R0201,294.25,2536.83,0,NO
R302,R_R0201_0R,0R,,R0201,295,2671.69,0,NO
R303,R_R0201_47K,47K,,R0201,295,2643.93,0,NO
R304,R_R0201_33R,33R,,R0201,295,2615,0,NO
R305,R_R0201_33R,33R,,R0201,295,2585,0,NO
R306,R_R0402_909K,909K,,R0402,1891.39,459.2,90,NO
R307,R_R0402_100K,100K,,R0402,396,647,180,NO
R308,R_R0201_0R,0R,,R0201,402.32,279.84,90,NO
R309,R_R0201_0R,0R,,R0201,432.32,279.84,90,NO
R310,R_R0402_4.7K,4.7K,,R0402,-588.5,1352.35,0,NO
R311,R_R0402_100K,100K,,R0402,469.19,646.79,180,NO
R312,R_R0402_52.3K,52.3K,,R0402,500.94,745.14,90,NO
R313,R_R0201_0R,0R,,R0201,1958.55,462.12,90,NO
R314,R_R0201_10K,10K,,R0201,557.85,825,270,NO
R315,R_R0201_10K,10K,,R0201,641.39,825.08,90,NO
